Func_id	Func_name	Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen14	Cen15	Cen16	Cen17
COG3047	Outer membrane protein W	259	302	267	321	270	242	88	91	72	103	249	315
COG3048	D-serine dehydratase	157	200	225	232	129	150	69	45	68	62	134	180
COG3049	"Penicillin V acylase or related amidase, Ntn superfamily"	230	399	349	487	422	381	82	104	94	97	254	362
COG3050	"DNA polymerase III, psi subunit"	21	12	17	19	18	21	5	3	5	9	11	15
COG3051	"Citrate lyase, alpha subunit"	263	315	417	308	215	261	60	59	112	123	258	372
COG3052	"Citrate lyase, gamma subunit"	41	49	85	54	40	46	5	6	12	10	46	24
COG3053	Citrate lyase synthetase	121	146	149	123	106	117	31	33	37	35	108	130
COG3054	Predicted transcriptional regulator	65	78	74	73	59	63	18	16	19	23	56	84
COG3055	N-acetylneuraminic acid mutarotase	1441	1933	2021	1879	1291	1834	358	447	690	564	1943	2943
COG3056	Uncharacterized lipoprotein YajG	242	284	288	297	192	215	61	68	87	89	283	301
COG3057	Negative regulator of replication initiation	55	57	69	96	57	52	20	14	21	19	60	78
COG3058	Formate dehydrogenase maturation protein FdhE	486	667	740	680	342	434	78	96	131	139	379	655
COG3059	Uncharacterized membrane protein YkgB	326	323	442	377	218	227	74	45	78	74	235	257
COG3060	Transcriptional regulator of met regulon	22	28	22	21	17	14	10	8	15	7	26	18
COG3061	Cell envelope opacity-associated protein A (function unknown)	51	54	50	44	52	47	21	17	19	24	54	62
COG3062	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB	21	12	30	14	20	19	1	5	4	9	27	65
COG3063	Tfp pilus assembly protein PilF	17149	24981	25122	24850	17601	18733	4115	6215	7733	7191	18956	22720
COG3064	Membrane protein involved in colicin uptake	737	971	722	855	838	729	364	589	529	446	1455	458
COG3065	Starvation-inducible outer membrane lipoprotein	129	209	220	206	144	141	55	39	59	84	162	228
COG3066	DNA mismatch repair protein MutH	89	117	125	134	110	119	19	24	36	41	74	133
COG3067	Na+/H+ antiporter NhaB	114	141	140	145	137	118	27	23	47	38	103	160
COG3068	"Uncharacterized protein YjaG, DUF416 family"	35	51	46	52	29	49	18	15	15	22	49	52
COG3069	C4-dicarboxylate transporter	98	93	91	100	105	88	30	40	32	48	131	120
COG3070	"Transcriptional regulator of competence genes, TfoX/Sxy family"	328	433	425	379	327	349	92	113	113	114	375	439
COG3071	"Uncharacterized conserved protein HemY, contains two TPR repeats"	1678	2105	2281	2118	1561	1759	440	579	711	657	1782	2284
COG3072	Adenylate cyclase	181	281	276	257	219	221	60	59	102	71	177	239
COG3073	Negative regulator of sigma E activity	101	128	102	127	74	80	30	31	28	40	109	137
COG3074	"Cell division protein ZapB, interacts with FtsZ"	8	6	5	13	6	6	5	3	2	2	9	1
COG3075	Anaerobic glycerol-3-phosphate dehydrogenase	263	263	287	269	197	217	92	71	98	84	213	257
COG3076	Regulator of RNase E activity RraB	30	31	35	24	20	36	7	6	9	9	26	28
COG3077	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module	120	224	217	331	106	193	37	26	38	29	110	84
COG3078	"Ribosome assembly protein YihI, activator of Der GTPase"	18	8	13	17	12	10	5	5	5	9	16	14
COG3079	"Uncharacterized conserved protein YgfB, UPF0149 family"	94	182	142	169	118	140	23	51	20	41	83	104
COG3080	Fumarate reductase subunit D	72	45	127	59	48	68	19	13	23	26	70	91
COG3081	Nucleoid-associated protein YejK (function unknown)	97	100	96	88	71	89	21	24	22	28	72	79
COG3082	"Uncharacterized conserved protein YejL, UPF0352 family"	1	2	3	3	6	4	2	0	1	2	3	4
COG3083	"Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily"	871	1274	1311	1231	909	1153	192	303	339	369	903	1690
COG3084	"Uncharacterized protein YihD, DUF1040 family"	10	8	10	14	8	9	0	4	8	3	8	18
COG3085	"Uncharacterized conserved protein YifE, UPF0438 family"	23	18	16	17	14	15	3	12	7	5	21	23
COG3086	Positive regulator of sigma E activity	67	64	92	69	62	52	20	22	36	17	51	82
COG3087	Cell division protein FtsN	404	612	569	593	444	446	144	224	186	223	553	506
COG3088	Cytochrome c-type biogenesis protein CcmH/NrfF	838	1211	1119	1203	807	901	372	333	468	387	978	1046
COG3089	"Uncharacterized conserved protein YheU, UPF0270 family"	37	79	55	54	36	51	5	7	9	15	32	57
COG3090	"TRAP-type C4-dicarboxylate transport system, small permease component"	608	896	867	689	736	812	246	252	239	362	1016	1366
COG3091	"Predicted Zn-dependent metalloprotease, SprT family"	105	130	133	117	103	127	26	44	63	60	165	151
COG3092	"Uncharacterized membrane protein YfbV, UPF0208 family"	26	22	42	35	20	28	13	8	14	9	31	49
COG3093	"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain"	1727	2369	2594	3235	1387	2028	486	466	587	538	1404	1363
COG3094	Uncharacterized membrane protein SirB2	29	38	38	36	33	39	13	14	14	21	45	49
COG3095	"Chromosome condensin MukBEF, MukE localization factor"	61	69	78	50	48	62	13	8	23	21	44	60
COG3096	"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655"	446	526	494	477	401	408	187	238	244	233	630	448
COG3097	"Uncharacterized protein YqfB, UPF0267 family"	26	36	39	34	24	29	13	7	13	4	23	20
COG3098	"Uncharacterized conserved protein YqcC, DUF446 family"	28	37	33	26	22	20	6	6	7	13	13	31
COG3099	"Uncharacterized conserved protein YciU, UPF0263 family"	13	7	9	7	9	6	1	1	0	3	5	10
COG3100	"Uncharacterized conserved protein YcgL, UPF0745 family"	20	20	22	9	15	14	8	5	2	3	16	17
COG3101	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)	70	93	88	99	53	82	28	30	33	26	54	72
COG3102	"Uncharacterized conserved protein YecM, predicted metalloenzyme"	36	49	39	50	26	37	6	4	12	11	33	64
COG3103	"Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family"	514	506	482	429	420	398	112	136	237	215	593	571
COG3104	Dipeptide/tripeptide permease	2631	4021	3656	3713	2817	3204	831	828	1126	1210	2600	4350
COG3105	"Uncharacterized membrane-anchored protein YhcB, DUF1043 family"	99	133	111	131	76	91	34	39	43	47	118	138
COG3106	"Predicted ATPase, YcjX-like family"	288	438	432	491	371	311	149	103	145	165	323	473
COG3107	"Outer membrane lipoprotein LpoA, binds and activates PBP1a"	401	678	572	710	450	551	131	157	161	188	441	574
COG3108	"Uncharacterized conserved protein YcbK, DUF882 family"	582	991	945	908	633	740	180	246	233	294	597	786
COG3109	sRNA-binding protein	121	154	158	111	116	133	37	41	41	35	130	143
COG3110	"Uncharacterized conserved protein YccT, UPF0319 family"	25	40	38	37	20	32	8	11	13	15	29	52
COG3111	"Predicted periplasmic protein YdeI with OB-fold, BOF family"	103	170	135	152	122	127	35	22	38	41	118	160
COG3112	"Uncharacterized protein YacL, UPF0231 family"	10	11	11	12	6	12	4	5	7	6	8	17
COG3113	"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain"	199	302	258	257	190	229	70	72	63	67	208	238
COG3114	Heme exporter protein D	78	143	112	142	106	97	32	51	29	51	112	100
COG3115	"Cell division protein ZipA, interacts with FtsZ"	400	467	360	448	376	392	213	271	271	221	643	253
COG3116	"Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ"	144	219	236	222	150	187	66	80	78	88	163	196
COG3117	Lipopolysaccharide export system protein LptC	154	284	214	270	161	206	58	54	46	79	173	240
COG3118	"Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains"	3717	4814	4509	4433	3487	4017	1661	1533	2013	1880	4862	4756
COG3119	Arylsulfatase A or related enzyme	10283	18395	17620	15069	13331	14364	3571	4192	5946	5683	14291	25381
COG3120	"Macrodomain Ter protein organizer, MatP/YcbG family"	17	15	16	13	17	19	7	5	9	5	18	14
COG3121	"P pilus assembly protein, chaperone PapD"	231	266	258	239	185	228	96	61	69	90	187	223
COG3122	"Uncharacterized conserved protein YaiL, DUF2058 family"	52	81	45	68	53	50	22	19	24	24	63	41
COG3123	"Uncharacterized conserved protein YaiE, UPF0345 family"	46	90	75	64	45	69	9	22	15	38	65	102
COG3124	Acyl carrier protein phosphodiesterase	129	167	143	124	140	141	31	38	49	68	120	265
COG3125	"Heme/copper-type cytochrome/quinol oxidase, subunit 4"	253	361	250	366	259	268	154	100	120	89	244	162
COG3126	Uncharacterized lipoprotein YbaY	44	68	40	60	50	38	23	23	15	31	60	150
COG3127	"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component"	3353	5190	4924	5403	3824	4373	1530	1104	1603	1670	3613	5153
COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	535	1129	781	818	788	728	295	163	221	279	626	837
COG3129	23S rRNA A1618 N6-methylase RlmF	97	130	107	123	108	104	23	22	34	49	99	155
COG3130	Ribosome modulation factor	7	2	4	6	7	5	0	2	2	3	4	3
COG3131	Periplasmic glucans biosynthesis protein	961	1555	1327	1526	1263	1122	304	332	366	439	823	1052
COG3132	"Uncharacterized conserved protein YceH, UPF0502 family"	657	1073	1031	1103	699	830	307	203	369	328	767	957
COG3133	Outer membrane lipoprotein SlyB	319	394	398	352	293	331	134	165	148	176	466	364
COG3134	"Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain"	313	414	495	379	345	420	137	131	135	176	400	558
COG3135	Predicted benzoate:H+ symporter BenE	281	295	252	209	241	246	138	64	56	99	242	350
COG3136	"Uncharacterized membrane protein, GlpM family"	23	24	15	21	17	22	6	5	3	9	13	16
COG3137	Putative salt-induced outer membrane protein YdiY	173	400	301	335	205	259	50	62	102	81	232	330
COG3138	Arginine/ornithine N-succinyltransferase beta subunit	391	464	465	395	316	378	131	111	178	191	338	514
COG3139	"Uncharacterized conserved protein YeaC, DUF1315 family"	11	18	20	18	6	9	3	1	3	3	7	13
COG3140	"Uncharacterized conserved protein YoaH, UPF0181 family"	5	3	8	15	2	5	0	0	2	4	6	8
COG3141	"dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP"	2	3	4	9	3	7	2	1	3	2	12	12
COG3142	Copper homeostasis protein CutC	584	599	569	629	474	458	201	138	176	199	390	609
COG3143	"Chemotaxis regulator CheZ, phosphatase of CheY~P"	161	183	186	195	175	187	69	71	53	64	190	102
COG3144	Flagellar hook-length control protein FliK	167	300	221	282	241	255	134	115	129	122	334	217
COG3145	Alkylated DNA repair dioxygenase AlkB	773	1166	1127	1057	974	1070	366	339	467	491	1110	1049
COG3146	Predicted N-acyltransferase	940	1452	1417	1310	1040	1107	377	332	398	462	967	1343
COG3147	Cell division protein DedD (periplasmic protein involved in septation)	551	603	557	623	481	552	257	391	377	309	871	449
COG3148	"Uncharacterized conserved protein YfiP, DTW domain"	186	316	263	252	240	259	43	77	87	105	278	332
COG3149	"Type II secretory pathway, component PulM"	96	170	142	159	111	132	30	42	34	57	122	113
COG3150	"Predicted esterase YcpF, UPF0227 family"	175	268	220	217	161	202	56	55	68	79	203	317
COG3151	"Uncharacterized protein YqiB, DUF1249 family"	56	98	66	84	64	78	25	29	19	32	56	78
COG3152	"Uncharacterized membrane protein YhaH, DUF805 family"	420	685	590	646	448	506	122	106	116	156	411	535
COG3153	Predicted N-acetyltransferase YhbS	1770	2514	2310	2288	1794	1933	732	596	947	816	2209	2510
COG3154	"Predicted lipid carrier protein YhbT, SCP2 domain"	41	45	43	40	30	44	23	14	25	13	51	60
COG3155	Enhancing lycopene biosynthesis protein 2	67	94	97	103	73	93	16	26	36	41	90	126
COG3156	"Type II secretory pathway, component PulK"	587	984	861	932	664	776	151	218	260	265	658	928
COG3157	Type VI protein secretion system component Hcp (secreted cytotoxin)	611	924	994	907	664	782	187	185	229	238	601	1063
COG3158	K+ transporter	3443	5031	4801	4715	3907	4105	1502	965	1502	1508	3227	4827
COG3159	"Uncharacterized conserved protein YigA, DUF484 family"	261	398	335	355	291	297	95	111	91	117	249	319
COG3160	Regulator of sigma D	15	28	32	21	14	26	8	5	9	5	29	30
COG3161	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	77	119	95	122	80	112	35	27	25	30	80	79
COG3162	"Uncharacterized membrane protein, DUF485 family"	131	195	164	163	124	111	52	35	37	45	142	273
COG3164	"Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains"	832	1250	1248	1177	854	1122	248	289	300	378	871	1436
COG3165	"Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain"	124	200	170	223	154	184	38	49	36	57	112	184
COG3166	Tfp pilus assembly protein PilN	317	540	516	531	355	442	113	150	204	212	574	602
COG3167	Tfp pilus assembly protein PilO	439	694	707	653	424	532	135	143	261	237	609	925
COG3168	Tfp pilus assembly protein PilP	184	264	260	257	198	233	46	64	79	93	233	318
COG3169	"Uncharacterized conserved protein, DUF486 family"	353	580	532	548	354	440	32	87	108	170	390	542
COG3170	Tfp pilus assembly protein FimV	418	593	460	551	384	432	151	195	193	229	522	514
COG3171	"Uncharacterized conserved protein YggL, DUF469 family"	16	19	19	20	18	18	7	2	6	9	20	15
COG3172	Nicotinamide riboside kinase	213	247	213	192	163	181	81	51	70	94	188	396
COG3173	"Predicted  kinase, aminoglycoside phosphotransferase (APT) family"	4352	4953	4942	4616	3368	3578	1652	1082	1746	1564	4139	4730
COG3174	"Uncharacterized membrane protein, DUF4010 family"	383	666	746	824	413	600	120	170	151	198	444	643
COG3175	Cytochrome c oxidase assembly protein Cox11	371	633	593	661	489	580	185	168	149	222	406	463
COG3176	Putative hemolysin	595	957	755	1006	794	670	218	196	227	267	603	736
COG3177	Fic family protein	2023	2710	2811	3424	1562	2453	430	477	642	587	1652	1656
COG3178	"Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family"	900	1490	1415	1432	1072	1229	300	332	393	491	952	1380
COG3179	Predicted chitinase	274	232	337	273	237	285	83	55	76	93	261	417
COG3180	"Uncharacterized membrane protein AbrB, regulator of aidB expression"	260	436	323	387	316	290	76	86	93	146	298	406
COG3181	"Tripartite-type tricarboxylate transporter, receptor component TctC"	9612	22331	17303	12794	14952	17247	1772	3013	3708	7323	18867	37884
COG3182	Uncharacterized iron-regulated membrane protein	759	1431	1363	1416	1045	1150	289	243	294	342	777	1068
COG3183	"Predicted restriction endonuclease, HNH family"	389	387	490	391	267	317	139	102	150	132	316	454
COG3184	Uncharacterized protein	310	444	437	463	314	308	108	76	98	122	280	271
COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	2432	3298	3265	3102	2263	2645	1052	845	1275	1142	2834	3150
COG3186	Phenylalanine-4-hydroxylase	689	1058	1007	1092	789	939	254	235	320	278	632	935
COG3187	Heat shock protein HslJ	62	151	134	101	122	97	50	32	29	48	131	689
COG3188	Outer membrane usher protein FimD/PapC	813	1124	1106	1099	825	981	295	231	341	303	736	988
COG3189	"Uncharacterized conserved protein YeaO, DUF488 family"	828	1031	1265	1044	734	1114	444	395	634	543	1273	830
COG3190	Flagellar biogenesis protein FliO	303	469	389	473	394	389	198	178	191	202	485	332
COG3191	L-aminopeptidase/D-esterase	2267	2932	3195	2826	2136	2421	883	734	1138	1060	2211	3157
COG3192	"Ethanolamine transporter EutH, required for ethanolamine utilization at low pH"	39	69	84	67	46	61	17	10	14	18	50	85
COG3193	"Uncharacterized conserved protein GlcG, DUF336 family"	2011	3562	3377	3554	2363	2749	673	743	970	1001	2487	3034
COG3194	Ureidoglycolate hydrolase (allantoin degradation)	217	323	274	273	250	227	79	84	85	89	189	249
COG3195	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase	634	800	761	801	589	531	179	125	170	211	585	946
COG3196	"Uncharacterized protein CbrC, UPF0167 family"	85	131	117	99	94	113	23	27	37	46	72	112
COG3197	"Uncharacterized protein, possibly involved in nitrogen fixation"	134	123	129	133	166	150	27	58	34	79	163	192
COG3198	Uncharacterized protein	76	63	73	63	71	71	16	29	20	38	81	98
COG3199	Predicted polyphosphate- or ATP-dependent NAD kinase	179	224	241	185	168	174	67	57	90	81	213	214
COG3200	"3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II"	1142	1603	1520	1586	1198	1316	582	407	530	564	1199	1209
COG3201	Nicotinamide riboside transporter PnuC	202	301	252	276	230	218	99	53	72	103	181	376
COG3202	ATP/ADP translocase	593	1074	1102	1184	862	1285	114	247	241	307	973	1750
COG3203	Outer membrane protein (porin)	1213	1318	1463	1456	853	933	454	158	93	277	565	649
COG3204	Uncharacterized protein YjiK	311	476	472	499	366	387	84	107	151	119	370	607
COG3205	Uncharacterized membrane protein	81	113	124	130	81	123	16	21	30	26	88	60
COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	4467	7397	7031	8283	4895	5663	1777	1569	2103	2054	4894	5879
COG3207	Pyoverdine/dityrosine biosynthesis protein Dit1	87	136	109	144	91	136	21	34	51	37	107	123
COG3208	Surfactin synthase thioesterase subunit	1082	1047	1118	1066	803	888	352	272	404	396	1014	1054
COG3209	"Uncharacterized conserved protein RhaS, contains 28 RHS repeats"	4179	4189	4657	4509	3167	3660	968	1577	2146	1706	4171	3657
COG3210	Large exoprotein involved in heme utilization or adhesion	16	20	12	13	15	10	5	42	9	10	21	31
COG3211	"Secreted phosphatase, PhoX family"	908	1481	1345	1440	940	1127	338	309	370	407	1073	1910
COG3212	Uncharacterized membrane protein YkoI	202	241	298	256	205	287	76	114	108	124	312	306
COG3213	Uncharacterized protein involved in response to NO	327	288	545	399	271	535	124	196	159	216	467	551
COG3214	"Uncharacterized conserved protein YcaQ, contains winged helix DNA-binding domain"	1616	1776	1820	1423	1190	1277	585	321	650	586	1467	2488
COG3215	Tfp pilus assembly protein PilZ	275	378	304	314	242	272	31	83	96	114	266	332
COG3216	"Uncharacterized conserved protein, DUF2062 family"	219	326	309	343	239	255	64	64	86	103	245	480
COG3217	"Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains"	1246	1680	1516	1416	1079	1119	537	348	592	542	1358	1710
COG3218	"ABC-type uncharacterized transport system, auxiliary component"	366	609	596	652	449	454	100	156	126	170	373	359
COG3219	Uncharacterized protein	113	144	103	141	98	107	34	59	39	55	127	113
COG3220	"Uncharacterized conserved protein, UPF0276 family"	1527	1980	1944	2038	1439	1581	212	394	436	575	1165	1614
COG3221	"ABC-type phosphate/phosphonate transport system, periplasmic component"	1330	1628	1614	1330	1297	1243	305	417	504	512	1325	1726
COG3222	"Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family"	796	742	1024	792	505	595	329	229	348	296	739	876
COG3223	Phosphate starvation-inducible membrane PsiE (function unknown)	25	27	20	25	13	21	9	10	5	9	29	34
COG3224	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	244	328	334	305	216	191	64	78	88	91	282	450
COG3225	"ABC-type uncharacterized transport system involved in gliding motility, auxiliary component"	911	1499	1339	1458	974	1141	300	393	471	482	1188	1329
COG3226	DNA-binding transcriptional regulator YbjK	673	797	746	698	578	548	406	192	269	289	710	671
COG3227	Zn-dependent metalloprotease	585	734	709	463	446	575	125	178	208	316	879	2458
COG3228	"Mlc titration factor MtfA, regulates ptsG expression"	341	416	418	315	344	339	79	88	121	145	347	734
COG3230	Heme oxygenase	104	165	118	130	198	105	124	39	56	74	105	175
COG3231	Aminoglycoside phosphotransferase	245	252	279	282	186	198	131	65	100	78	219	228
COG3232	5-carboxymethyl-2-hydroxymuconate isomerase	101	146	152	145	119	135	44	35	39	43	95	127
COG3233	Predicted deacetylase	217	282	269	292	211	206	81	89	126	123	285	301
COG3234	"Uncharacterized conserved protein YfaT, DUF1175 family"	102	188	175	261	129	155	33	45	67	49	147	160
COG3235	Uncharacterized membrane protein	18	22	32	32	21	18	8	9	14	8	28	28
COG3236	"Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family"	467	489	472	516	464	498	116	153	176	171	483	475
COG3237	"Uncharacterized conserved protein YjbJ, UPF0337 family"	808	1264	1235	1303	810	999	267	259	324	307	908	1079
COG3238	"Uncharacterized membrane protein YdcZ, DUF606 family"	206	337	235	283	265	236	258	84	150	125	341	471
COG3239	Fatty acid desaturase	2267	3305	2742	2952	2311	2331	746	578	858	852	2352	3163
COG3240	Phospholipase/lecithinase/hemolysin	435	643	544	627	493	499	264	140	197	192	412	613
COG3241	Azurin	159	201	191	172	158	151	24	48	59	63	191	284
COG3242	"Uncharacterized conserved protein YjeT, DUF2065 family"	84	148	121	132	110	111	23	41	30	56	119	119
COG3243	Poly(3-hydroxyalkanoate) synthetase	3134	3695	3991	3952	2744	3156	1137	902	1164	1192	2654	3696
COG3245	Cytochrome c5	184	291	267	327	223	284	47	83	67	87	249	340
COG3246	"Uncharacterized conserved protein, DUF849 family"	1751	2398	2224	2288	1720	1753	697	565	675	691	1658	1866
COG3247	"Uncharacterized membrane protein HdeD, DUF308 family"	805	1127	1256	1020	967	923	354	438	440	428	1129	1148
COG3248	Nucleoside-specific outer membrane channel protein Tsx	38	75	45	58	45	37	18	19	23	18	38	60
COG3249	Uncharacterized protein	87	129	138	127	95	126	26	45	30	49	89	106
COG3250	Beta-galactosidase/beta-glucuronidase	6409	8281	7788	7399	5936	6153	2910	1681	2875	2503	5777	7433
COG3251	"Uncharacterized conserved protein YbdZ, MbtH family"	270	255	240	238	181	204	91	65	104	91	265	211
COG3252	Methenyltetrahydromethanopterin cyclohydrolase	261	396	379	342	357	290	123	91	139	131	289	466
COG3253	Chlorite dismutase	865	1035	1196	1067	703	913	471	317	573	455	1027	1025
COG3254	L-rhamnose mutarotase	632	770	712	771	537	572	257	170	209	248	456	709
COG3255	Putative sterol carrier protein	480	492	517	470	351	387	246	192	316	250	698	587
COG3256	Nitric oxide reductase large subunit	719	882	1312	921	819	1267	373	440	583	624	1225	1731
COG3257	"Uncharacterized protein, possibly involved in glyoxylate utilization"	452	640	581	617	443	398	185	98	143	136	378	595
COG3258	Cytochrome c	2268	3662	3688	3967	2610	3006	655	732	1002	1041	2581	3691
COG3259	"Coenzyme F420-reducing hydrogenase, alpha subunit"	1008	1151	1558	1217	1070	1123	294	362	468	506	1030	779
COG3260	"Ni,Fe-hydrogenase III small subunit"	499	416	583	554	337	430	284	171	220	214	430	453
COG3261	"Ni,Fe-hydrogenase III large subunit"	1153	1015	1332	1289	797	1038	528	382	404	422	926	1155
COG3262	"Ni,Fe-hydrogenase III component G"	259	214	300	297	193	230	117	99	104	115	263	245
COG3263	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains	913	1246	1096	912	925	1011	639	385	677	650	1567	2013
COG3264	Small-conductance mechanosensitive channel	2087	3115	2840	2702	2222	2456	847	917	1150	1099	2753	3425
COG3265	Gluconate kinase	660	870	942	869	640	696	329	216	269	309	685	755
COG3266	"Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain"	194	148	170	142	144	128	86	122	138	115	375	109
COG3267	"Type II secretory pathway, component ExeA (predicted ATPase)"	2105	3075	3416	3628	1827	2465	604	563	821	839	1876	2925
COG3268	"Uncharacterized conserved protein, related to short-chain dehydrogenases"	795	977	946	1001	679	672	299	164	361	301	762	1204
COG3269	"Predicted RNA-binding protein, contains TRAM domain"	30	42	53	55	38	46	47	26	40	34	81	32
COG3270	"Ribosome biogenesis protein, NOL1/NOP2/fmu family"	28	43	33	48	36	23	14	10	11	11	32	63
COG3271	Predicted double-glycine peptidase	149	154	192	142	102	161	80	66	69	86	126	139
COG3272	"Uncharacterized conserved protein YbgA, DUF1722 family"	61	98	83	121	92	109	29	38	36	56	129	219
COG3273	"Uncharacterized conserved protein, contains PhoU and TrkA_C domains"	134	176	189	142	141	117	61	38	69	68	206	340
COG3274	"Surface polysaccharide O-acyltransferase, integral membrane enzyme"	141	188	167	160	145	145	85	58	82	63	185	108
COG3275	"Sensor histidine kinase, LytS/YehU family"	2874	4328	4143	4272	3068	3726	919	769	1156	1292	2761	4922
COG3276	Selenocysteine-specific translation elongation factor	1588	1979	2297	2042	1290	1453	712	469	832	673	1560	2094
COG3277	rRNA processing protein Gar1	21	22	28	27	28	28	20	6	13	16	21	6
COG3278	"Cbb3-type cytochrome oxidase, subunit 1"	976	1157	1072	1097	1021	1054	277	372	411	540	1065	1358
COG3279	"DNA-binding response regulator, LytR/AlgR family"	3139	4878	4454	4953	3381	4096	852	817	1140	1382	2976	5282
COG3280	Maltooligosyltrehalose synthase	4186	6204	6160	5719	4428	4980	2038	1342	2387	2253	4684	4622
COG3281	Predicted trehalose synthase	1584	2306	2239	2212	1705	1882	959	577	1062	906	1995	1922
COG3283	Transcriptional regulator of aromatic amino acids metabolism	1031	1428	1334	1407	1046	1079	334	346	519	455	1041	1286
COG3284	Transcriptional regulator of acetoin/glycerol metabolism	1103	1318	1332	1314	948	962	328	277	371	388	878	1325
COG3285	Eukaryotic-type DNA primase	3997	5702	5828	4802	3921	4552	1840	1271	2393	2093	5143	6684
COG3286	Uncharacterized protein	25	27	21	29	28	15	9	9	9	10	26	28
COG3287	"Uncharacterized conserved protein, contains FIST_N domain"	714	698	699	737	550	587	125	209	280	255	618	716
COG3288	NAD/NADP transhydrogenase alpha subunit	2217	3297	3349	3432	2225	2694	1043	759	1162	1091	2319	2916
COG3290	Sensor histidine kinase regulating citrate/malate metabolism	2224	2499	2598	2451	1751	2088	743	598	1063	922	2363	2549
COG3291	PKD repeat	1138	1620	1512	1593	1190	1534	459	334	525	553	1894	3773
COG3292	Periplasmic ligand-binding sensor domain	6360	9091	8379	9602	5747	6862	1596	1375	1833	2169	5346	11154
COG3293	Transposase	2480	2051	2621	2572	1691	1872	946	735	1087	904	1942	1934
COG3294	"Metal-dependent phosphatase/phosphodiesterase, HD supefamily"	235	213	248	138	148	180	93	64	177	109	289	290
COG3295	Uncharacterized protein	222	303	265	288	299	255	79	68	85	73	192	404
COG3296	"Uncharacterized conserved protein, Tic20 family"	192	282	221	221	170	167	61	58	80	86	185	298
COG3297	"Type II secretory pathway, component PulL"	143	274	211	240	152	210	39	56	41	60	132	189
COG3298	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	56	94	89	109	70	77	11	21	26	27	68	93
COG3299	Uncharacterized phage protein gp47/JayE	235	186	221	183	167	227	135	75	105	111	274	276
COG3300	"MHYT domain, NO-binding membrane sensor"	800	1277	1222	1511	805	967	300	176	209	227	700	679
COG3301	"Formate-dependent nitrite reductase, membrane component NrfD"	355	287	426	261	285	290	294	211	384	219	649	272
COG3302	DMSO reductase anchor subunit	205	204	302	290	173	251	78	88	88	110	224	290
COG3303	"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit"	688	988	1147	913	705	833	167	283	386	386	958	1337
COG3304	"Uncharacterized membrane protein YccF, DUF307 family"	229	276	265	247	216	227	115	82	101	92	228	278
COG3305	"Uncharacterized membrane protein, DUF2068 family"	550	731	733	730	441	529	222	135	271	210	537	586
COG3306	"Glycosyltransferase involved in LPS biosynthesis, GR25 family"	233	506	369	499	395	465	80	106	92	105	298	280
COG3307	O-antigen ligase	2294	3160	3198	3124	2025	2650	920	905	1505	1163	3419	2952
COG3308	Uncharacterized membrane protein	40	51	43	43	35	48	15	12	7	15	35	71
COG3309	Virulence-associated protein VapD (function unknown)	41	63	45	41	42	41	31	9	25	18	44	20
COG3310	Uncharacterized protein	132	167	146	131	100	127	32	25	42	47	102	173
COG3311	Predicted DNA-binding transcriptional regulator AlpA	1176	1345	1503	1488	833	1114	463	383	528	440	1313	1429
COG3312	FoF1-type ATP synthase assembly protein I	39	63	36	74	45	49	13	19	8	11	36	39
COG3313	"Predicted Fe-S protein YdhL, DUF1289 family"	163	225	215	202	161	151	53	46	28	74	158	179
